Framenum 	 SensorReading 	 TimeStamp 
 0,32,1437473693901
1,57,1437473694110
2,75,1437473694255
3,94,1437473694411
4,113,1437473694583
5,132,1437473694735
6,153,1437473694894
7,170,1437473695050
8,191,1437473695214
9,229,1437473695531
10,256,1437473695753
11,278,1437473695949
12,300,1437473696126
13,321,1437473696292
14,339,1437473696453
15,358,1437473696608
16,375,1437473696755
17,398,1437473696939
18,420,1437473697111
19,441,1437473697290
20,471,1437473697549
21,495,1437473697744
22,512,1437473697884
23,527,1437473698012
24,545,1437473698148
25,558,1437473698264
26,577,1437473698418
27,598,1437473698593
28,615,1437473698739
29,628,1437473698851
30,654,1437473699055
31,676,1437473699247
32,694,1437473699400
33,713,1437473699555
34,732,1437473699701
35,745,1437473699817
36,761,1437473699953
37,781,1437473700109
38,794,1437473700231
39,814,1437473700386
40,870,1437473700856
41,891,1437473701025
42,912,1437473701194
43,934,1437473701384
